count_date,driver,background_line,background_library,sex_test,bio_replicate,cross_name,offspring_male,offspring_female,offspring_total,food_abnormality,parental_mortality,gene_name,gene_age
11/10/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,25,60100 F x Nano/60100 M,15,24,39,,,,
11/10/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,26,60100 F x Nano/60100 M,31,26,57,,,,
11/10/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,27,60100 F x Nano/60100 M,25,17,42,,,,
11/10/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,28,60100 F x Nano/60100 M,30,30,60,,,,
11/10/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,29,60100 F x Nano/60100 M,29,21,50,,,,
11/10/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,30,60100 F x Nano/60100 M,23,16,39,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,1,60100 F x Nano/60100 M,1,1,2,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,2,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,3,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,4,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,5,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,6,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,7,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,8,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,9,60100 F x Nano/60100 M,0,0,0,B,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,10,60100 F x Nano/60100 M,10,9,19,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,11,60100 F x Nano/60100 M,27,30,57,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,12,60100 F x Nano/60100 M,36,30,66,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,13,60100 F x Nano/60100 M,25,28,53,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,14,60100 F x Nano/60100 M,32,32,64,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,15,60100 F x Nano/60100 M,31,33,64,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,16,60100 F x Nano/60100 M,17,39,56,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,17,60100 F x Nano/60100 M,17,15,32,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,18,60100 F x Nano/60100 M,16,16,32,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,19,60100 F x Nano/60100 M,31,29,60,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,20,60100 F x Nano/60100 M,20,11,31,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,21,60100 F x Nano/60100 M,3,9,12,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,22,60100 F x Nano/60100 M,29,45,74,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,23,60100 F x Nano/60100 M,28,25,53,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,24,60100 F x Nano/60100 M,24,24,48,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,25,60100 F x Nano/60100 M,27,12,39,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,26,60100 F x Nano/60100 M,49,41,90,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,27,60100 F x Nano/60100 M,38,27,65,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,28,60100 F x Nano/60100 M,38,33,71,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,29,60100 F x Nano/60100 M,31,34,65,,,,
11/12/2022,Nos-GAL4,Hybrid Vigor Control,KK,Male,30,60100 F x Nano/60100 M,28,28,56,,,,
NA,Act5c,1,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,0,,D,,
NA,Act5c,1,GD,Female,2,RNAi/Act5c-GAL4 F x 808 M,,,0,,D,,
NA,Act5c,1,GD,Female,3,RNAi/Act5c-GAL4 F x 808 M,,,1,,D,,
NA,Act5c,1,GD,Female,4,RNAi/Act5c-GAL4 F x 808 M,,,0,,D,,
NA,Act5c,1,GD,Female,5,RNAi/Act5c-GAL4 F x 808 M,,,NA,,,,
NA,Act5c,1,GD,Female,6,RNAi/Act5c-GAL4 F x 808 M,,,NA,,,,
NA,Act5c,1,GD,Female,7,RNAi/Act5c-GAL4 F x 808 M,,,NA,,,,
NA,Act5c,1,GD,Female,8,RNAi/Act5c-GAL4 F x 808 M,,,NA,,,,
NA,Act5c,1,GD,Female,9,RNAi/Act5c-GAL4 F x 808 M,,,NA,,,,
NA,Act5c,1,GD,Female,10,RNAi/Act5c-GAL4 F x 808 M,,,NA,,,,
NA,Act5c,1,GD,Male,1,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,2,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,3,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,4,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,5,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,6,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,7,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,8,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,9,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,1,GD,Male,10,RNAi/Act5c-GAL4 M x 808 F,,,NA,,,,
NA,Act5c,2,KK,Female,1,RNAi/Act5c-GAL4 F x 60100 M,,,77,,,,
NA,Act5c,2,KK,Female,2,RNAi/Act5c-GAL4 F x 60100 M,,,77,,,,
NA,Act5c,2,KK,Female,3,RNAi/Act5c-GAL4 F x 60100 M,,,90,,,,
NA,Act5c,2,KK,Female,4,RNAi/Act5c-GAL4 F x 60100 M,,,85,,,,
NA,Act5c,2,KK,Female,5,RNAi/Act5c-GAL4 F x 60100 M,,,0,,,,
NA,Act5c,2,KK,Female,6,RNAi/Act5c-GAL4 F x 60100 M,,,48,,,,
NA,Act5c,2,KK,Female,7,RNAi/Act5c-GAL4 F x 60100 M,,,81,,,,
NA,Act5c,2,KK,Female,8,RNAi/Act5c-GAL4 F x 60100 M,,,81,,,,
NA,Act5c,2,KK,Female,9,RNAi/Act5c-GAL4 F x 60100 M,,,46,,,,
NA,Act5c,2,KK,Female,10,RNAi/Act5c-GAL4 F x 60100 M,,,82,,,,
NA,Act5c,2,KK,Male,1,RNAi/Act5c-GAL4 M x 60100 F,,,39,,,,
NA,Act5c,2,KK,Male,2,RNAi/Act5c-GAL4 M x 60100 F,,,26,,,,
NA,Act5c,2,KK,Male,3,RNAi/Act5c-GAL4 M x 60100 F,,,9,,,,
NA,Act5c,2,KK,Male,4,RNAi/Act5c-GAL4 M x 60100 F,,,65,,,,
NA,Act5c,2,KK,Male,5,RNAi/Act5c-GAL4 M x 60100 F,,,19,,,,
NA,Act5c,2,KK,Male,6,RNAi/Act5c-GAL4 M x 60100 F,,,64,,,,
NA,Act5c,2,KK,Male,7,RNAi/Act5c-GAL4 M x 60100 F,,,72,,,,
NA,Act5c,2,KK,Male,8,RNAi/Act5c-GAL4 M x 60100 F,,,53,,,,
NA,Act5c,2,KK,Male,9,RNAi/Act5c-GAL4 M x 60100 F,,,0,,,,
NA,Act5c,2,KK,Male,10,RNAi/Act5c-GAL4 M x 60100 F,,,0,,,,
NA,Act5c,3,KK,Female,1,RNAi/Act5c-GAL4 F x 60100 M,,,0,,,,
NA,Act5c,3,KK,Female,2,RNAi/Act5c-GAL4 F x 60100 M,,,86,,,,
NA,Act5c,3,KK,Female,3,RNAi/Act5c-GAL4 F x 60100 M,,,60,,,,
NA,Act5c,3,KK,Female,4,RNAi/Act5c-GAL4 F x 60100 M,,,55,,,,
NA,Act5c,3,KK,Female,5,RNAi/Act5c-GAL4 F x 60100 M,,,68,,,,
NA,Act5c,3,KK,Female,6,RNAi/Act5c-GAL4 F x 60100 M,,,85,,,,
NA,Act5c,3,KK,Female,7,RNAi/Act5c-GAL4 F x 60100 M,,,59,,,,
NA,Act5c,3,KK,Female,8,RNAi/Act5c-GAL4 F x 60100 M,,,71,,,,
NA,Act5c,3,KK,Female,9,RNAi/Act5c-GAL4 F x 60100 M,,,0,,,,
NA,Act5c,3,KK,Female,10,RNAi/Act5c-GAL4 F x 60100 M,,,0,,,,
NA,Act5c,3,KK,Male,1,RNAi/Act5c-GAL4 M x 60100 F,,,0,,,,
NA,Act5c,3,KK,Male,2,RNAi/Act5c-GAL4 M x 60100 F,,,16,,,,
NA,Act5c,3,KK,Male,3,RNAi/Act5c-GAL4 M x 60100 F,,,38,,,,
NA,Act5c,3,KK,Male,4,RNAi/Act5c-GAL4 M x 60100 F,,,43,,,,
NA,Act5c,3,KK,Male,5,RNAi/Act5c-GAL4 M x 60100 F,,,51,,,,
NA,Act5c,3,KK,Male,6,RNAi/Act5c-GAL4 M x 60100 F,,,35,,,,
NA,Act5c,3,KK,Male,7,RNAi/Act5c-GAL4 M x 60100 F,,,49,,,,
NA,Act5c,3,KK,Male,8,RNAi/Act5c-GAL4 M x 60100 F,,,32,,,,
NA,Act5c,3,KK,Male,9,RNAi/Act5c-GAL4 M x 60100 F,,,49,,,,
NA,Act5c,3,KK,Male,10,RNAi/Act5c-GAL4 M x 60100 F,,,35,,,,
NA,Act5c,4,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,86,,,,
NA,Act5c,4,GD,Female,2,RNAi/Act5c-GAL4 F x 808 M,,,88,,,,
NA,Act5c,4,GD,Female,3,RNAi/Act5c-GAL4 F x 808 M,,,79,,,,
NA,Act5c,4,GD,Female,4,RNAi/Act5c-GAL4 F x 808 M,,,62,,,,
NA,Act5c,4,GD,Female,5,RNAi/Act5c-GAL4 F x 808 M,,,84,,,,
NA,Act5c,4,GD,Female,6,RNAi/Act5c-GAL4 F x 808 M,,,38,,,,
NA,Act5c,4,GD,Female,7,RNAi/Act5c-GAL4 F x 808 M,,,77,,,,
NA,Act5c,4,GD,Female,8,RNAi/Act5c-GAL4 F x 808 M,,,66,,,,
NA,Act5c,4,GD,Female,9,RNAi/Act5c-GAL4 F x 808 M,,,69,,,,
NA,Act5c,4,GD,Female,10,RNAi/Act5c-GAL4 F x 808 M,,,77,,,,
NA,Act5c,4,GD,Male,1,RNAi/Act5c-GAL4 M x 808 F,,,60,,,,
NA,Act5c,4,GD,Male,2,RNAi/Act5c-GAL4 M x 808 F,,,53,,,,
NA,Act5c,4,GD,Male,3,RNAi/Act5c-GAL4 M x 808 F,,,16,,,,
NA,Act5c,4,GD,Male,4,RNAi/Act5c-GAL4 M x 808 F,,,7,,,,
NA,Act5c,4,GD,Male,5,RNAi/Act5c-GAL4 M x 808 F,,,10,,,,
NA,Act5c,4,GD,Male,6,RNAi/Act5c-GAL4 M x 808 F,,,58,,,,
NA,Act5c,4,GD,Male,7,RNAi/Act5c-GAL4 M x 808 F,,,0,,,,
NA,Act5c,4,GD,Male,8,RNAi/Act5c-GAL4 M x 808 F,,,29,,,,
NA,Act5c,4,GD,Male,9,RNAi/Act5c-GAL4 M x 808 F,,,55,,,,
NA,Act5c,4,GD,Male,10,RNAi/Act5c-GAL4 M x 808 F,,,0,,,,
NA,Act5c,5,KK,Female,1,RNAi/Act5c-GAL4 F x 60100 M,,,66,,,,
NA,Act5c,5,KK,Female,2,RNAi/Act5c-GAL4 F x 60100 M,,,57,,,,
NA,Act5c,5,KK,Female,3,RNAi/Act5c-GAL4 F x 60100 M,,,83,,,,
NA,Act5c,5,KK,Female,4,RNAi/Act5c-GAL4 F x 60100 M,,,69,,,,
NA,Act5c,5,KK,Female,5,RNAi/Act5c-GAL4 F x 60100 M,,,92,,,,
NA,Act5c,5,KK,Female,6,RNAi/Act5c-GAL4 F x 60100 M,,,65,,,,
NA,Act5c,5,KK,Female,7,RNAi/Act5c-GAL4 F x 60100 M,,,85,,,,
NA,Act5c,5,KK,Female,8,RNAi/Act5c-GAL4 F x 60100 M,,,70,,,,
NA,Act5c,5,KK,Female,9,RNAi/Act5c-GAL4 F x 60100 M,,,81,,,,
NA,Act5c,5,KK,Female,10,RNAi/Act5c-GAL4 F x 60100 M,,,107,,,,
NA,Act5c,5,KK,Male,1,RNAi/Act5c-GAL4 M x 60100 F,,,47,,,,
NA,Act5c,5,KK,Male,2,RNAi/Act5c-GAL4 M x 60100 F,,,66,,,,
NA,Act5c,5,KK,Male,3,RNAi/Act5c-GAL4 M x 60100 F,,,37,,D,,
NA,Act5c,5,KK,Male,4,RNAi/Act5c-GAL4 M x 60100 F,,,49,,,,
NA,Act5c,5,KK,Male,5,RNAi/Act5c-GAL4 M x 60100 F,,,48,,,,
NA,Act5c,5,KK,Male,6,RNAi/Act5c-GAL4 M x 60100 F,,,33,,,,
NA,Act5c,5,KK,Male,7,RNAi/Act5c-GAL4 M x 60100 F,,,30,,,,
NA,Act5c,5,KK,Male,8,RNAi/Act5c-GAL4 M x 60100 F,,,57,,,,
NA,Act5c,5,KK,Male,9,RNAi/Act5c-GAL4 M x 60100 F,,,59,,,,
NA,Act5c,5,KK,Male,10,RNAi/Act5c-GAL4 M x 60100 F,,,57,,,,
NA,Act5c,6,KK,Female,1,RNAi/Act5c-GAL4 F x 60100 M,,,92,,,,
NA,Act5c,6,KK,Female,2,RNAi/Act5c-GAL4 F x 60100 M,,,66,,,,
NA,Act5c,6,KK,Female,3,RNAi/Act5c-GAL4 F x 60100 M,,,65,,,,
NA,Act5c,6,KK,Female,4,RNAi/Act5c-GAL4 F x 60100 M,,,93,,,,
NA,Act5c,6,KK,Female,5,RNAi/Act5c-GAL4 F x 60100 M,,,80,,,,
NA,Act5c,6,KK,Female,6,RNAi/Act5c-GAL4 F x 60100 M,,,92,,,,
NA,Act5c,6,KK,Female,7,RNAi/Act5c-GAL4 F x 60100 M,,,75,,,,
NA,Act5c,6,KK,Female,8,RNAi/Act5c-GAL4 F x 60100 M,,,73,,,,
NA,Act5c,6,KK,Female,9,RNAi/Act5c-GAL4 F x 60100 M,,,87,,,,
NA,Act5c,6,KK,Female,10,RNAi/Act5c-GAL4 F x 60100 M,,,78,,,,
NA,Act5c,6,KK,Male,1,RNAi/Act5c-GAL4 M x 60100 F,,,29,,D,,
NA,Act5c,6,KK,Male,2,RNAi/Act5c-GAL4 M x 60100 F,,,41,,,,
NA,Act5c,6,KK,Male,3,RNAi/Act5c-GAL4 M x 60100 F,,,51,,,,
NA,Act5c,6,KK,Male,4,RNAi/Act5c-GAL4 M x 60100 F,,,9,,D,,
NA,Act5c,6,KK,Male,5,RNAi/Act5c-GAL4 M x 60100 F,,,52,,,,
NA,Act5c,6,KK,Male,6,RNAi/Act5c-GAL4 M x 60100 F,,,64,,,,
NA,Act5c,6,KK,Male,7,RNAi/Act5c-GAL4 M x 60100 F,,,64,,,,
NA,Act5c,6,KK,Male,8,RNAi/Act5c-GAL4 M x 60100 F,,,79,,,,
NA,Act5c,6,KK,Male,9,RNAi/Act5c-GAL4 M x 60100 F,,,9,,,,
NA,Act5c,6,KK,Male,10,RNAi/Act5c-GAL4 M x 60100 F,,,82,,,,
NA,Act5c,7,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,67,,,,
NA,Act5c,7,GD,Female,2,RNAi/Act5c-GAL4 F x 808 M,,,71,,D,,
NA,Act5c,7,GD,Female,3,RNAi/Act5c-GAL4 F x 808 M,,,56,,D,,
NA,Act5c,7,GD,Female,4,RNAi/Act5c-GAL4 F x 808 M,,,0,,,,
NA,Act5c,7,GD,Female,5,RNAi/Act5c-GAL4 F x 808 M,,,87,,,,
NA,Act5c,7,GD,Female,6,RNAi/Act5c-GAL4 F x 808 M,,,43,,D,,
NA,Act5c,7,GD,Female,7,RNAi/Act5c-GAL4 F x 808 M,,,59,,,,
NA,Act5c,7,GD,Female,8,RNAi/Act5c-GAL4 F x 808 M,,,58,,,,
NA,Act5c,7,GD,Female,9,RNAi/Act5c-GAL4 F x 808 M,,,NA,,D,,
NA,Act5c,7,GD,Female,10,RNAi/Act5c-GAL4 F x 808 M,,,74,,,,
NA,Act5c,7,GD,Male,1,RNAi/Act5c-GAL4 M x 808 F,,,0,,,,
NA,Act5c,7,GD,Male,2,RNAi/Act5c-GAL4 M x 808 F,,,80,,,,
NA,Act5c,7,GD,Male,3,RNAi/Act5c-GAL4 M x 808 F,,,56,,,,
NA,Act5c,7,GD,Male,4,RNAi/Act5c-GAL4 M x 808 F,,,71,,D,,
NA,Act5c,7,GD,Male,5,RNAi/Act5c-GAL4 M x 808 F,,,83,,,,
NA,Act5c,7,GD,Male,6,RNAi/Act5c-GAL4 M x 808 F,,,91,,,,
NA,Act5c,7,GD,Male,7,RNAi/Act5c-GAL4 M x 808 F,,,0,,,,
NA,Act5c,7,GD,Male,8,RNAi/Act5c-GAL4 M x 808 F,,,69,,,,
NA,Act5c,7,GD,Male,9,RNAi/Act5c-GAL4 M x 808 F,,,86,,,,
NA,Act5c,7,GD,Male,10,RNAi/Act5c-GAL4 M x 808 F,,,52,,,,
NA,Act5c,8,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,92,,,,
NA,Act5c,8,GD,Female,2,RNAi/Act5c-GAL4 F x 808 M,,,80,,,,
NA,Act5c,8,GD,Female,3,RNAi/Act5c-GAL4 F x 808 M,,,75,,,,
NA,Act5c,8,GD,Female,4,RNAi/Act5c-GAL4 F x 808 M,,,92,,,,
NA,Act5c,8,GD,Female,5,RNAi/Act5c-GAL4 F x 808 M,,,34,,,,
NA,Act5c,8,GD,Female,6,RNAi/Act5c-GAL4 F x 808 M,,,64,,,,
NA,Act5c,8,GD,Female,7,RNAi/Act5c-GAL4 F x 808 M,,,77,,,,
NA,Act5c,8,GD,Female,8,RNAi/Act5c-GAL4 F x 808 M,,,85,,,,
NA,Act5c,8,GD,Female,9,RNAi/Act5c-GAL4 F x 808 M,,,91,,,,
NA,Act5c,8,GD,Female,10,RNAi/Act5c-GAL4 F x 808 M,,,63,,,,
NA,Act5c,8,GD,Male,1,RNAi/Act5c-GAL4 M x 808 F,,,76,,,,
NA,Act5c,8,GD,Male,2,RNAi/Act5c-GAL4 M x 808 F,,,15,,D,,
NA,Act5c,8,GD,Male,3,RNAi/Act5c-GAL4 M x 808 F,,,70,,,,
NA,Act5c,8,GD,Male,4,RNAi/Act5c-GAL4 M x 808 F,,,NA,,D,,
NA,Act5c,8,GD,Male,5,RNAi/Act5c-GAL4 M x 808 F,,,32,,D,,
NA,Act5c,8,GD,Male,6,RNAi/Act5c-GAL4 M x 808 F,,,87,,,,
NA,Act5c,8,GD,Male,7,RNAi/Act5c-GAL4 M x 808 F,,,NA,,D,,
NA,Act5c,8,GD,Male,8,RNAi/Act5c-GAL4 M x 808 F,,,93,,D,,
NA,Act5c,8,GD,Male,9,RNAi/Act5c-GAL4 M x 808 F,,,81,,,,
NA,Act5c,8,GD,Male,10,RNAi/Act5c-GAL4 M x 808 F,,,71,,,,
NA,Act5c,9,KK,Female,1,RNAi/Act5c-GAL4 F x 60100 M,,,111,,,,
NA,Act5c,9,KK,Female,2,RNAi/Act5c-GAL4 F x 60100 M,,,0,,,,
NA,Act5c,9,KK,Female,3,RNAi/Act5c-GAL4 F x 60100 M,,,71,,,,
NA,Act5c,9,KK,Female,4,RNAi/Act5c-GAL4 F x 60100 M,,,90,,,,
NA,Act5c,9,KK,Female,5,RNAi/Act5c-GAL4 F x 60100 M,,,100,,,,
NA,Act5c,9,KK,Female,6,RNAi/Act5c-GAL4 F x 60100 M,,,73,,,,
NA,Act5c,9,KK,Female,7,RNAi/Act5c-GAL4 F x 60100 M,,,64,,,,
NA,Act5c,9,KK,Female,8,RNAi/Act5c-GAL4 F x 60100 M,,,26,,,,
NA,Act5c,9,KK,Female,9,RNAi/Act5c-GAL4 F x 60100 M,,,87,,,,
NA,Act5c,9,KK,Female,10,RNAi/Act5c-GAL4 F x 60100 M,,,64,,,,
NA,Act5c,9,KK,Male,1,RNAi/Act5c-GAL4 M x 60100 F,,,8,,,,
NA,Act5c,9,KK,Male,2,RNAi/Act5c-GAL4 M x 60100 F,,,69,,,,
NA,Act5c,9,KK,Male,3,RNAi/Act5c-GAL4 M x 60100 F,,,55,,,,
NA,Act5c,9,KK,Male,4,RNAi/Act5c-GAL4 M x 60100 F,,,47,,,,
NA,Act5c,9,KK,Male,5,RNAi/Act5c-GAL4 M x 60100 F,,,49,,,,
NA,Act5c,9,KK,Male,6,RNAi/Act5c-GAL4 M x 60100 F,,,57,,,,
NA,Act5c,9,KK,Male,7,RNAi/Act5c-GAL4 M x 60100 F,,,40,,,,
NA,Act5c,9,KK,Male,8,RNAi/Act5c-GAL4 M x 60100 F,,,52,,,,
NA,Act5c,9,KK,Male,9,RNAi/Act5c-GAL4 M x 60100 F,,,51,,,,
NA,Act5c,9,KK,Male,10,RNAi/Act5c-GAL4 M x 60100 F,,,50,,,,
NA,Act5c,10,KK,Female,1,RNAi/Act5c-GAL4 F x 60100 M,,,47,,,,
NA,Act5c,10,KK,Female,2,RNAi/Act5c-GAL4 F x 60100 M,,,77,,,,
NA,Act5c,10,KK,Female,3,RNAi/Act5c-GAL4 F x 60100 M,,,73,,,,
NA,Act5c,10,KK,Female,4,RNAi/Act5c-GAL4 F x 60100 M,,,90,,,,
NA,Act5c,10,KK,Female,5,RNAi/Act5c-GAL4 F x 60100 M,,,61,,,,
NA,Act5c,10,KK,Female,6,RNAi/Act5c-GAL4 F x 60100 M,,,92,,,,
NA,Act5c,10,KK,Female,7,RNAi/Act5c-GAL4 F x 60100 M,,,68,,,,
NA,Act5c,10,KK,Female,8,RNAi/Act5c-GAL4 F x 60100 M,,,90,,,,
NA,Act5c,10,KK,Female,9,RNAi/Act5c-GAL4 F x 60100 M,,,84,,,,
NA,Act5c,10,KK,Female,10,RNAi/Act5c-GAL4 F x 60100 M,,,85,,,,
NA,Act5c,10,KK,Male,1,RNAi/Act5c-GAL4 M x 60100 F,,,55,,,,
NA,Act5c,10,KK,Male,2,RNAi/Act5c-GAL4 M x 60100 F,,,45,,,,
NA,Act5c,10,KK,Male,3,RNAi/Act5c-GAL4 M x 60100 F,,,46,,,,
NA,Act5c,10,KK,Male,4,RNAi/Act5c-GAL4 M x 60100 F,,,55,,,,
NA,Act5c,10,KK,Male,5,RNAi/Act5c-GAL4 M x 60100 F,,,43,,,,
NA,Act5c,10,KK,Male,6,RNAi/Act5c-GAL4 M x 60100 F,,,39,,,,
NA,Act5c,10,KK,Male,7,RNAi/Act5c-GAL4 M x 60100 F,,,51,,,,
NA,Act5c,10,KK,Male,8,RNAi/Act5c-GAL4 M x 60100 F,,,58,,,,
NA,Act5c,10,KK,Male,9,RNAi/Act5c-GAL4 M x 60100 F,,,43,,,,
NA,Act5c,10,KK,Male,10,RNAi/Act5c-GAL4 M x 60100 F,,,0,,,,
NA,Act5c,11,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,67,,,,
NA,Act5c,11,GD,Female,2,RNAi/Act5c-GAL4 F x 808 M,,,64,,,,
NA,Act5c,11,GD,Female,3,RNAi/Act5c-GAL4 F x 808 M,,,98,,,,
NA,Act5c,11,GD,Female,4,RNAi/Act5c-GAL4 F x 808 M,,,64,,,,
NA,Act5c,11,GD,Female,5,RNAi/Act5c-GAL4 F x 808 M,,,61,,,,
NA,Act5c,11,GD,Female,6,RNAi/Act5c-GAL4 F x 808 M,,,61,,,,
NA,Act5c,11,GD,Female,7,RNAi/Act5c-GAL4 F x 808 M,,,23,,,,
NA,Act5c,11,GD,Female,8,RNAi/Act5c-GAL4 F x 808 M,,,73,,,,
NA,Act5c,11,GD,Female,9,RNAi/Act5c-GAL4 F x 808 M,,,77,,,,
NA,Act5c,11,GD,Female,10,RNAi/Act5c-GAL4 F x 808 M,,,0,,,,
NA,Act5c,11,GD,Male,1,RNAi/Act5c-GAL4 M x 808 F,,,59,,,,
NA,Act5c,11,GD,Male,2,RNAi/Act5c-GAL4 M x 808 F,,,63,,,,
NA,Act5c,11,GD,Male,3,RNAi/Act5c-GAL4 M x 808 F,,,56,,,,
NA,Act5c,11,GD,Male,4,RNAi/Act5c-GAL4 M x 808 F,,,82,,,,
NA,Act5c,11,GD,Male,5,RNAi/Act5c-GAL4 M x 808 F,,,89,,,,
NA,Act5c,11,GD,Male,6,RNAi/Act5c-GAL4 M x 808 F,,,87,,,,
NA,Act5c,11,GD,Male,7,RNAi/Act5c-GAL4 M x 808 F,,,65,,,,
NA,Act5c,11,GD,Male,8,RNAi/Act5c-GAL4 M x 808 F,,,54,,,,
NA,Act5c,11,GD,Male,9,RNAi/Act5c-GAL4 M x 808 F,,,50,,,,
NA,Act5c,11,GD,Male,10,RNAi/Act5c-GAL4 M x 808 F,,,89,,,,
NA,Act5c,12,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,35,,D,,
NA,Act5c,12,GD,Female,2,RNAi/Act5c-GAL4 F x 808 M,,,85,,,,
NA,Act5c,12,GD,Female,3,RNAi/Act5c-GAL4 F x 808 M,,,86,,,,
NA,Act5c,12,GD,Female,4,RNAi/Act5c-GAL4 F x 808 M,,,82,,,,
NA,Act5c,12,GD,Female,5,RNAi/Act5c-GAL4 F x 808 M,,,95,,,,
NA,Act5c,12,GD,Female,6,RNAi/Act5c-GAL4 F x 808 M,,,72,,,,
NA,Act5c,12,GD,Female,7,RNAi/Act5c-GAL4 F x 808 M,,,91,,D,,
NA,Act5c,12,GD,Female,8,RNAi/Act5c-GAL4 F x 808 M,,,85,,,,
NA,Act5c,12,GD,Female,9,RNAi/Act5c-GAL4 F x 808 M,,,58,,,,
NA,Act5c,12,GD,Female,10,RNAi/Act5c-GAL4 F x 808 M,,,101,,,,
NA,Act5c,12,GD,Male,1,RNAi/Act5c-GAL4 M x 808 F,,,55,,,,
NA,Act5c,12,GD,Male,2,RNAi/Act5c-GAL4 M x 808 F,,,80,,,,
NA,Act5c,12,GD,Male,3,RNAi/Act5c-GAL4 M x 808 F,,,67,,,,
NA,Act5c,12,GD,Male,4,RNAi/Act5c-GAL4 M x 808 F,,,33,,,,
NA,Act5c,12,GD,Male,5,RNAi/Act5c-GAL4 M x 808 F,,,33,,D,,
NA,Act5c,12,GD,Male,6,RNAi/Act5c-GAL4 M x 808 F,,,96,,D,,
NA,Act5c,12,GD,Male,7,RNAi/Act5c-GAL4 M x 808 F,,,52,,,,
NA,Act5c,12,GD,Male,8,RNAi/Act5c-GAL4 M x 808 F,,,32,,,,
NA,Act5c,12,GD,Male,9,RNAi/Act5c-GAL4 M x 808 F,,,74,,,,
NA,Act5c,12,GD,Male,10,RNAi/Act5c-GAL4 M x 808 F,,,80,,,,
NA,Act5c,13,GD,Female,1,RNAi/Act5c-GAL4 F x 808 M,,,121,,,,
