background_library,background_line,driver,construct_line,gene_name,vdrc_id,sex_test,driver_present,rnai_construct_present,replicates,net_offspring_produced
KK,60100,Nos-GAL4,21,CG33490,22221 GD and 101678 KK,male,TRUE,TRUE,30,1254
KK,60100,Nos-GAL4,25,CG31932,42744 GD and 102860 KK,female,TRUE,TRUE,30,1269
KK,60100,Nos-GAL4,25,CG31932,42744 GD and 102860 KK,male,TRUE,TRUE,29,1226
KK,60100,Nos-GAL4,28,CG33533,107567 KK,female,TRUE,TRUE,30,898
KK,60100,Nos-GAL4,28,CG33533,107567 KK,male,TRUE,TRUE,30,1267
KK,60100,Nos-GAL4,29,NA,NA,female,TRUE,TRUE,23,826
KK,60100,Nos-GAL4,29,NA,NA,male,TRUE,TRUE,30,1349
KK,60100,Nos-GAL4,30,CG9720,100523 KK,female,TRUE,TRUE,30,983
KK,60100,Nos-GAL4,30,CG9720,100523 KK,male,TRUE,TRUE,30,1142
KK,60100,Nos-GAL4,34,CG32110,107634 KK,female,TRUE,TRUE,30,1811
KK,60100,Nos-GAL4,34,CG32110,107634 KK,male,TRUE,TRUE,30,1652
KK,60100,Nos-GAL4,35,CG31817,34004 GD and 109707 KK,female,TRUE,TRUE,30,1463
KK,60100,Nos-GAL4,35,CG31817,34004 GD and 109707 KK,male,TRUE,TRUE,30,1257
KK,60100,Nos-GAL4,36,CG13977,100415 KK,female,TRUE,TRUE,26,257
KK,60100,Nos-GAL4,36,CG13977,100415 KK,male,TRUE,TRUE,29,1052
KK,60100,Nos-GAL4,37,CG30450,101927 KK,female,TRUE,TRUE,30,1352
KK,60100,Nos-GAL4,37,CG30450,101927 KK,male,TRUE,TRUE,30,1062
KK,60100,Nos-GAL4,38,CG5372,100120 KK,female,TRUE,TRUE,30,1778
KK,60100,Nos-GAL4,38,CG5372,100120 KK,male,TRUE,TRUE,30,1391
KK,60100,Nos-GAL4,40,CG32368,103313 KK,female,TRUE,TRUE,30,2129
KK,60100,Nos-GAL4,40,CG32368,103313 KK,male,TRUE,TRUE,30,1619
KK,60100,Nos-GAL4,42,CG10232,100033 KK,female,TRUE,TRUE,29,1181
KK,60100,Nos-GAL4,42,CG10232,100033 KK,male,TRUE,TRUE,30,1334
KK,60100,Nos-GAL4,43,CG46386,100382 KK,female,TRUE,TRUE,28,922
KK,60100,Nos-GAL4,43,CG46386,100382 KK,male,TRUE,TRUE,30,1283
KK,60100,Nos-GAL4,45,CG7676,101813 KK,female,TRUE,TRUE,30,707
KK,60100,Nos-GAL4,45,CG7676,101813 KK,male,TRUE,TRUE,30,1130
KK,60100,Nos-GAL4,46,CG31208,102611 KK,female,TRUE,TRUE,30,1914
KK,60100,Nos-GAL4,46,CG31208,102611 KK,male,TRUE,TRUE,30,1718
KK,60100,Nos-GAL4,47,CG3410,107254 KK,female,TRUE,TRUE,30,1591
KK,60100,Nos-GAL4,47,CG3410,107254 KK,male,TRUE,TRUE,30,2017
KK,60100,Nos-GAL4,49,CG31782,100145 KK,female,TRUE,TRUE,30,1807
KK,60100,Nos-GAL4,49,CG31782,100145 KK,male,TRUE,TRUE,30,1895
KK,60100,Nos-GAL4,50,CG8953,106162 KK,female,TRUE,TRUE,30,1723
KK,60100,Nos-GAL4,50,CG8953,106162 KK,male,TRUE,TRUE,30,1532
KK,60100,Nos-GAL4,51,CG15734,103519 KK,female,TRUE,TRUE,30,1794
KK,60100,Nos-GAL4,51,CG15734,103519 KK,male,TRUE,TRUE,30,1677
KK,60100,Nos-GAL4,54,CG8219,103487 KK,female,TRUE,TRUE,30,2050
KK,60100,Nos-GAL4,54,CG8219,103487 KK,male,TRUE,TRUE,30,1712
KK,60100,Nos-GAL4,55,CG32580,105591 KK,female,TRUE,TRUE,30,956
KK,60100,Nos-GAL4,55,CG32580,105591 KK,male,TRUE,TRUE,29,1244
KK,60100,Nos-GAL4,57,CG32853,105546 KK,female,TRUE,TRUE,20,662
KK,60100,Nos-GAL4,57,CG32853,105546 KK,male,TRUE,TRUE,30,1149
KK,60100,Nos-GAL4,58,CG30150,101783 KK,female,TRUE,TRUE,30,934
KK,60100,Nos-GAL4,58,CG30150,101783 KK,male,TRUE,TRUE,30,1124
KK,60100,Nos-GAL4,59,CG5662,102645 KK,female,TRUE,TRUE,30,949
KK,60100,Nos-GAL4,59,CG5662,102645 KK,male,TRUE,TRUE,30,918
KK,60100,Nos-GAL4,60,CG2885,103311 KK,female,TRUE,TRUE,30,1088
KK,60100,Nos-GAL4,60,CG2885,103311 KK,male,TRUE,TRUE,30,1248
KK,60100,Nos-GAL4,61,CG13686,106450 KK,female,TRUE,TRUE,31,1349
KK,60100,Nos-GAL4,61,CG13686,106450 KK,male,TRUE,TRUE,30,1576
KK,60100,Nos-GAL4,64,CG10246,100143 KK,female,TRUE,TRUE,30,1284
KK,60100,Nos-GAL4,64,CG10246,100143 KK,male,TRUE,TRUE,30,1340
KK,60100,Nos-GAL4,65,CG1361,9706 GD and 109202 KK,female,TRUE,TRUE,29,1252
KK,60100,Nos-GAL4,65,CG1361,9706 GD and 109202 KK,male,TRUE,TRUE,30,1138
KK,60100,Nos-GAL4,67,NA,NA,female,TRUE,TRUE,30,736
KK,60100,Nos-GAL4,67,NA,NA,male,TRUE,TRUE,30,1162
KK,60100,Nos-GAL4,68,CG4477,39487 GD and 106868 KK,female,TRUE,TRUE,30,739
KK,60100,Nos-GAL4,68,CG4477,39487 GD and 106868 KK,male,TRUE,TRUE,30,1445
KK,60100,Nos-GAL4,71,CG43340,31006 GD and 104153 KK,female,TRUE,TRUE,29,932
KK,60100,Nos-GAL4,71,CG43340,31006 GD and 104153 KK,male,TRUE,TRUE,30,1553
KK,60100,Nos-GAL4,73,CG40635,110107 KK,female,TRUE,TRUE,30,1977
KK,60100,Nos-GAL4,73,CG40635,110107 KK,male,TRUE,TRUE,30,1725
KK,60100,Nos-GAL4,74,CG12725,103003 KK,female,TRUE,TRUE,30,1326
KK,60100,Nos-GAL4,74,CG12725,103003 KK,male,TRUE,TRUE,30,1415
KK,60100,Nos-GAL4,75,CG17440,104733 KK,female,TRUE,TRUE,30,1077
KK,60100,Nos-GAL4,75,CG17440,104733 KK,male,TRUE,TRUE,30,1145
KK,60100,Nos-GAL4,76,CG5334,102765 KK,female,TRUE,TRUE,30,1651
KK,60100,Nos-GAL4,76,CG5334,102765 KK,male,TRUE,TRUE,30,1452
KK,60100,Nos-GAL4,77,CG12493,102360 KK,female,TRUE,TRUE,30,798
KK,60100,Nos-GAL4,77,CG12493,102360 KK,male,TRUE,TRUE,30,1169
KK,60100,Nos-GAL4,78,CG11942,109539 KK,female,TRUE,TRUE,30,1085
KK,60100,Nos-GAL4,78,CG11942,109539 KK,male,TRUE,TRUE,30,948
KK,60100,Nos-GAL4,79,CG15578,105846 KK,female,TRUE,TRUE,30,1677
KK,60100,Nos-GAL4,79,CG15578,105846 KK,male,TRUE,TRUE,30,1859
KK,60100,Nos-GAL4,80,CG14810,109519 KK,female,TRUE,TRUE,30,1952
KK,60100,Nos-GAL4,80,CG14810,109519 KK,male,TRUE,TRUE,27,1621
KK,60100,Nos-GAL4,81,CG17797,100995 KK,female,TRUE,TRUE,30,1483
KK,60100,Nos-GAL4,81,CG17797,100995 KK,male,TRUE,TRUE,30,1440
KK,60100,Nos-GAL4,83,CG31668,104093 KK,female,TRUE,TRUE,30,1035
KK,60100,Nos-GAL4,83,CG31668,104093 KK,male,TRUE,TRUE,30,1350
KK,60100,Nos-GAL4,84,CG1924,102773 KK,female,TRUE,TRUE,30,1151
KK,60100,Nos-GAL4,84,CG1924,102773 KK,male,TRUE,TRUE,30,1303
KK,60100,Nos-GAL4,85,CG18157,103346 KK,female,TRUE,TRUE,28,1148
KK,60100,Nos-GAL4,85,CG18157,103346 KK,male,TRUE,TRUE,30,1344
KK,60100,Nos-GAL4,87,CG13402,30051 GD and 110129 KK,female,TRUE,TRUE,30,1319
KK,60100,Nos-GAL4,87,CG13402,30051 GD and 110129 KK,male,TRUE,TRUE,30,1087
KK,60100,Nos-GAL4,88,CG4478,37704 GD and 102917 KK,female,TRUE,TRUE,30,1000
KK,60100,Nos-GAL4,88,CG4478,37704 GD and 102917 KK,male,TRUE,TRUE,30,1431
KK,60100,Nos-GAL4,89,CR31953,NVSQX89,female,TRUE,TRUE,30,821
KK,60100,Nos-GAL4,89,CR31953,NVSQX89,male,TRUE,TRUE,30,944
KK,60100,Nos-GAL4,90,CR32821,NVSQX90,female,TRUE,TRUE,28,945
KK,60100,Nos-GAL4,90,CR32821,NVSQX90,male,TRUE,TRUE,30,1066
KK,60100,Nos-GAL4,91,CG33105,5843 GD and 109179 KK,female,TRUE,TRUE,30,1390
KK,60100,Nos-GAL4,91,CG33105,5843 GD and 109179 KK,male,TRUE,TRUE,30,1329
KK,60100,Nos-GAL4,NA,NA,NA,female,TRUE,FALSE,239,10927
KK,60100,Nos-GAL4,NA,NA,NA,male,TRUE,FALSE,239,11140
KK,60100,Tubp-GAL4,2,CG7815,22567 GD and 109695 KK,female,TRUE,TRUE,10,519
KK,60100,Tubp-GAL4,2,CG7815,22567 GD and 109695 KK,male,TRUE,TRUE,10,482
KK,60100,Tubp-GAL4,3,CG32021,102286 KK,female,TRUE,TRUE,10,629
KK,60100,Tubp-GAL4,3,CG32021,102286 KK,male,TRUE,TRUE,10,517
KK,60100,Tubp-GAL4,5,CG1878,103148 KK,female,TRUE,TRUE,10,530
KK,60100,Tubp-GAL4,5,CG1878,103148 KK,male,TRUE,TRUE,10,352
KK,60100,Tubp-GAL4,6,CG32283,105013 KK,female,TRUE,TRUE,10,654
KK,60100,Tubp-GAL4,6,CG32283,105013 KK,male,TRUE,TRUE,10,426
KK,60100,Tubp-GAL4,9,CG10852,106565 KK,female,TRUE,TRUE,10,744
KK,60100,Tubp-GAL4,9,CG10852,106565 KK,male,TRUE,TRUE,10,501
KK,60100,Tubp-GAL4,10,CG6639,104307 KK,female,TRUE,TRUE,10,729
KK,60100,Tubp-GAL4,10,CG6639,104307 KK,male,TRUE,TRUE,10,376
KK,60100,Tubp-GAL4,15,CG8856,100928 KK,female,TRUE,TRUE,10,616
KK,60100,Tubp-GAL4,15,CG8856,100928 KK,male,TRUE,TRUE,10,387
KK,60100,Tubp-GAL4,16,CG7157,105453 KK,female,TRUE,TRUE,10,682
KK,60100,Tubp-GAL4,16,CG7157,105453 KK,male,TRUE,TRUE,10,472
KK,60100,Tubp-GAL4,17,CG15882,104267 KK,female,TRUE,TRUE,10,617
KK,60100,Tubp-GAL4,17,CG15882,104267 KK,male,TRUE,TRUE,10,452
KK,60100,Tubp-GAL4,18,CG3217,102373 KK,female,TRUE,TRUE,9,534
KK,60100,Tubp-GAL4,18,CG3217,102373 KK,male,TRUE,TRUE,10,571
KK,60100,Tubp-GAL4,21,CG33490,22221 GD and 101678 KK,female,TRUE,TRUE,10,780
KK,60100,Tubp-GAL4,21,CG33490,22221 GD and 101678 KK,male,TRUE,TRUE,10,598
KK,60100,Tubp-GAL4,26,CG4691,21920 GD and 109704 KK,female,TRUE,TRUE,10,769
KK,60100,Tubp-GAL4,26,CG4691,21920 GD and 109704 KK,male,TRUE,TRUE,10,56
KK,60100,Tubp-GAL4,28,CG33533,107567 KK,female,TRUE,TRUE,10,734
KK,60100,Tubp-GAL4,28,CG33533,107567 KK,male,TRUE,TRUE,10,539
KK,60100,Tubp-GAL4,30,CG9720,100523 KK,female,TRUE,TRUE,9,602
KK,60100,Tubp-GAL4,30,CG9720,100523 KK,male,TRUE,TRUE,10,435
KK,60100,Tubp-GAL4,34,CG32110,107634 KK,female,TRUE,TRUE,10,674
KK,60100,Tubp-GAL4,34,CG32110,107634 KK,male,TRUE,TRUE,10,405
KK,60100,Tubp-GAL4,35,CG31817,34004 GD and 109707 KK,female,TRUE,TRUE,10,795
KK,60100,Tubp-GAL4,35,CG31817,34004 GD and 109707 KK,male,TRUE,TRUE,10,801
KK,60100,Tubp-GAL4,36,CG13977,100415 KK,female,TRUE,TRUE,8,646
KK,60100,Tubp-GAL4,36,CG13977,100415 KK,male,TRUE,TRUE,9,481
KK,60100,Tubp-GAL4,37,CG30450,101927 KK,female,TRUE,TRUE,10,707
KK,60100,Tubp-GAL4,37,CG30450,101927 KK,male,TRUE,TRUE,9,489
KK,60100,Tubp-GAL4,40,CG32368,103313 KK,female,TRUE,TRUE,10,660
KK,60100,Tubp-GAL4,40,CG32368,103313 KK,male,TRUE,TRUE,10,491
KK,60100,Tubp-GAL4,42,CG10232,100033 KK,female,TRUE,TRUE,9,565
KK,60100,Tubp-GAL4,42,CG10232,100033 KK,male,TRUE,TRUE,10,457
KK,60100,Tubp-GAL4,43,CG46386,100382 KK,female,TRUE,TRUE,10,710
KK,60100,Tubp-GAL4,43,CG46386,100382 KK,male,TRUE,TRUE,10,542
KK,60100,Tubp-GAL4,45,CG7676,101813 KK,female,TRUE,TRUE,9,502
KK,60100,Tubp-GAL4,45,CG7676,101813 KK,male,TRUE,TRUE,10,220
KK,60100,Tubp-GAL4,46,CG31208,102611 KK,female,TRUE,TRUE,10,632
KK,60100,Tubp-GAL4,46,CG31208,102611 KK,male,TRUE,TRUE,9,510
KK,60100,Tubp-GAL4,47,CG3410,107254 KK,female,TRUE,TRUE,10,697
KK,60100,Tubp-GAL4,47,CG3410,107254 KK,male,TRUE,TRUE,10,481
KK,60100,Tubp-GAL4,49,CG31782,100145 KK,female,TRUE,TRUE,10,490
KK,60100,Tubp-GAL4,49,CG31782,100145 KK,male,TRUE,TRUE,10,590
KK,60100,Tubp-GAL4,50,CG8953,106162 KK,female,TRUE,TRUE,10,614
KK,60100,Tubp-GAL4,50,CG8953,106162 KK,male,TRUE,TRUE,10,444
KK,60100,Tubp-GAL4,51,CG15734,103519 KK,female,TRUE,TRUE,10,697
KK,60100,Tubp-GAL4,51,CG15734,103519 KK,male,TRUE,TRUE,10,517
KK,60100,Tubp-GAL4,53,CR18228,101647 KK,female,TRUE,TRUE,9,531
KK,60100,Tubp-GAL4,53,CR18228,101647 KK,male,TRUE,TRUE,10,500
KK,60100,Tubp-GAL4,54,CG8219,103487 KK,female,TRUE,TRUE,10,651
KK,60100,Tubp-GAL4,54,CG8219,103487 KK,male,TRUE,TRUE,10,485
KK,60100,Tubp-GAL4,55,CG32580,105591 KK,female,TRUE,TRUE,10,556
KK,60100,Tubp-GAL4,55,CG32580,105591 KK,male,TRUE,TRUE,10,530
KK,60100,Tubp-GAL4,57,CG32853,105546 KK,male,TRUE,TRUE,10,198
KK,60100,Tubp-GAL4,59,CG5662,102645 KK,female,TRUE,TRUE,10,271
KK,60100,Tubp-GAL4,59,CG5662,102645 KK,male,TRUE,TRUE,9,164
KK,60100,Tubp-GAL4,60,CG2885,103311 KK,female,TRUE,TRUE,9,526
KK,60100,Tubp-GAL4,60,CG2885,103311 KK,male,TRUE,TRUE,10,394
KK,60100,Tubp-GAL4,61,CG13686,106450 KK,female,TRUE,TRUE,9,486
KK,60100,Tubp-GAL4,61,CG13686,106450 KK,male,TRUE,TRUE,10,292
KK,60100,Tubp-GAL4,64,CG10246,100143 KK,female,TRUE,TRUE,9,782
KK,60100,Tubp-GAL4,64,CG10246,100143 KK,male,TRUE,TRUE,10,349
KK,60100,Tubp-GAL4,73,CG40635,110107 KK,female,TRUE,TRUE,10,740
KK,60100,Tubp-GAL4,73,CG40635,110107 KK,male,TRUE,TRUE,9,413
KK,60100,Tubp-GAL4,74,CG12725,103003 KK,female,TRUE,TRUE,10,784
KK,60100,Tubp-GAL4,74,CG12725,103003 KK,male,TRUE,TRUE,10,421
KK,60100,Tubp-GAL4,75,CG17440,104733 KK,female,TRUE,TRUE,10,751
KK,60100,Tubp-GAL4,75,CG17440,104733 KK,male,TRUE,TRUE,10,465
KK,60100,Tubp-GAL4,76,CG5334,102765 KK,female,TRUE,TRUE,10,625
KK,60100,Tubp-GAL4,76,CG5334,102765 KK,male,TRUE,TRUE,10,601
KK,60100,Tubp-GAL4,77,CG12493,102360 KK,female,TRUE,TRUE,9,629
KK,60100,Tubp-GAL4,77,CG12493,102360 KK,male,TRUE,TRUE,10,377
KK,60100,Tubp-GAL4,78,CG11942,109539 KK,female,TRUE,TRUE,10,884
KK,60100,Tubp-GAL4,78,CG11942,109539 KK,male,TRUE,TRUE,10,485
KK,60100,Tubp-GAL4,79,CG15578,105846 KK,female,TRUE,TRUE,9,820
KK,60100,Tubp-GAL4,79,CG15578,105846 KK,male,TRUE,TRUE,10,467
KK,60100,Tubp-GAL4,80,CG14810,109519 KK,female,TRUE,TRUE,10,803
KK,60100,Tubp-GAL4,80,CG14810,109519 KK,male,TRUE,TRUE,10,390
KK,60100,Tubp-GAL4,81,CG17797,100995 KK,female,TRUE,TRUE,9,757
KK,60100,Tubp-GAL4,81,CG17797,100995 KK,male,TRUE,TRUE,10,397
KK,60100,Tubp-GAL4,83,CG31668,104093 KK,female,TRUE,TRUE,9,604
KK,60100,Tubp-GAL4,83,CG31668,104093 KK,male,TRUE,TRUE,7,252
KK,60100,Tubp-GAL4,84,CG1924,102773 KK,female,TRUE,TRUE,7,455
KK,60100,Tubp-GAL4,84,CG1924,102773 KK,male,TRUE,TRUE,10,417
KK,60100,Tubp-GAL4,85,CG18157,103346 KK,female,TRUE,TRUE,9,707
KK,60100,Tubp-GAL4,85,CG18157,103346 KK,male,TRUE,TRUE,10,610
KK,60100,Tubp-GAL4,86,CR11023,NV46,female,TRUE,TRUE,9,782
KK,60100,Tubp-GAL4,86,CR11023,NV46,male,TRUE,TRUE,8,748
KK,60100,Tubp-GAL4,87,CG13402,30051 GD and 110129 KK,female,TRUE,TRUE,4,305
KK,60100,Tubp-GAL4,87,CG13402,30051 GD and 110129 KK,male,TRUE,TRUE,10,857
KK,60100,Tubp-GAL4,88,CG4478,37704 GD and 102917 KK,female,TRUE,TRUE,8,876
KK,60100,Tubp-GAL4,88,CG4478,37704 GD and 102917 KK,male,TRUE,TRUE,10,901
KK,60100,Tubp-GAL4,89,CR31953,NVSQX89,female,TRUE,TRUE,9,714
KK,60100,Tubp-GAL4,89,CR31953,NVSQX89,male,TRUE,TRUE,10,760
KK,60100,Tubp-GAL4,90,CR32821,NVSQX90,female,TRUE,TRUE,5,450
KK,60100,Tubp-GAL4,90,CR32821,NVSQX90,male,TRUE,TRUE,4,433
KK,60100,Tubp-GAL4,91,CG33105,5843 GD and 109179 KK,female,TRUE,TRUE,10,772
KK,60100,Tubp-GAL4,91,CG33105,5843 GD and 109179 KK,male,TRUE,TRUE,10,819
KK,60100,Tubp-GAL4,92,CG5640,105986 KK,female,TRUE,TRUE,10,0
KK,60100,Tubp-GAL4,92,CG5640,105986 KK,male,TRUE,TRUE,10,0
KK,60100,Tubp-GAL4,93,CG17149,106147 KK,female,TRUE,TRUE,10,240
KK,60100,Tubp-GAL4,94,CG11213,106008 KK,female,TRUE,TRUE,10,0
KK,60100,Tubp-GAL4,94,CG11213,106008 KK,male,TRUE,TRUE,10,155
KK,60100,Tubp-GAL4,95,CG34157,106401 KK,female,TRUE,TRUE,9,600
KK,60100,Tubp-GAL4,95,CG34157,106401 KK,male,TRUE,TRUE,10,281
KK,60100,Tubp-GAL4,96,CG42333,106559 KK,female,TRUE,TRUE,9,715
KK,60100,Tubp-GAL4,96,CG42333,106559 KK,male,TRUE,TRUE,9,423
KK,60100,Tubp-GAL4,97,CG42734,107369 KK,female,TRUE,TRUE,7,629
KK,60100,Tubp-GAL4,97,CG42734,107369 KK,male,TRUE,TRUE,10,378
KK,60100,Tubp-GAL4,98,CG9699,109398 KK,female,TRUE,TRUE,9,643
KK,60100,Tubp-GAL4,98,CG9699,109398 KK,male,TRUE,TRUE,10,411
KK,60100,Tubp-GAL4,99,CG12926,109580 KK,female,TRUE,TRUE,8,432
KK,60100,Tubp-GAL4,99,CG12926,109580 KK,male,TRUE,TRUE,10,311
KK,60100,Tubp-GAL4,100,CG1973,110214 KK,female,TRUE,TRUE,10,472
KK,60100,Tubp-GAL4,100,CG1973,110214 KK,male,TRUE,TRUE,10,381
KK,60100,Tubp-GAL4,101,CG42399,110484 KK,female,TRUE,TRUE,8,615
KK,60100,Tubp-GAL4,101,CG42399,110484 KK,male,TRUE,TRUE,10,446
KK,60100,Tubp-GAL4,102,CG43338,110509 KK,female,TRUE,TRUE,9,528
KK,60100,Tubp-GAL4,102,CG43338,110509 KK,male,TRUE,TRUE,10,489
KK,60100,Tubp-GAL4,103,CG1009,110657 KK,female,TRUE,TRUE,9,715
KK,60100,Tubp-GAL4,103,CG1009,110657 KK,male,TRUE,TRUE,9,435
KK,60100,Tubp-GAL4,105,CG13253,101249 KK,female,TRUE,TRUE,10,458
KK,60100,Tubp-GAL4,105,CG13253,101249 KK,male,TRUE,TRUE,10,418
KK,60100,Tubp-GAL4,106,CG5857,101264 KK,female,TRUE,TRUE,9,268
KK,60100,Tubp-GAL4,106,CG5857,101264 KK,male,TRUE,TRUE,9,394
KK,60100,Tubp-GAL4,107,CG42252,103449 KK,female,TRUE,TRUE,9,498
KK,60100,Tubp-GAL4,107,CG42252,103449 KK,male,TRUE,TRUE,10,474
KK,60100,Tubp-GAL4,108,CG2374,102739 KK,female,TRUE,TRUE,10,1
KK,60100,Tubp-GAL4,108,CG2374,102739 KK,male,TRUE,TRUE,10,469
KK,60100,Tubp-GAL4,109,CG30425,103332 KK,female,TRUE,TRUE,8,678
KK,60100,Tubp-GAL4,109,CG30425,103332 KK,male,TRUE,TRUE,9,623
KK,60100,Tubp-GAL4,110,CG18675,105164 KK,female,TRUE,TRUE,8,540
KK,60100,Tubp-GAL4,110,CG18675,105164 KK,male,TRUE,TRUE,10,0
KK,60100,Tubp-GAL4,111,CG1906,105483 KK,female,TRUE,TRUE,8,563
KK,60100,Tubp-GAL4,111,CG1906,105483 KK,male,TRUE,TRUE,10,522
KK,60100,Tubp-GAL4,112,CG12817,106952 KK,female,TRUE,TRUE,10,674
KK,60100,Tubp-GAL4,112,CG12817,106952 KK,male,TRUE,TRUE,9,589
KK,60100,Tubp-GAL4,113,CG7003,108076 KK,female,TRUE,TRUE,10,837
KK,60100,Tubp-GAL4,113,CG7003,108076 KK,male,TRUE,TRUE,10,571
KK,60100,Tubp-GAL4,114,CG1193,108168 KK,female,TRUE,TRUE,10,369
KK,60100,Tubp-GAL4,114,CG1193,108168 KK,male,TRUE,TRUE,10,495
KK,60100,Tubp-GAL4,115,CG8169,108638 KK,female,TRUE,TRUE,10,874
KK,60100,Tubp-GAL4,115,CG8169,108638 KK,male,TRUE,TRUE,10,611
KK,60100,Tubp-GAL4,116,CG1113,101239 KK,female,TRUE,TRUE,10,504
KK,60100,Tubp-GAL4,116,CG1113,101239 KK,male,TRUE,TRUE,10,367
KK,60100,Tubp-GAL4,117,CG32521,110002 KK,female,TRUE,TRUE,7,673
KK,60100,Tubp-GAL4,117,CG32521,110002 KK,male,TRUE,TRUE,10,631
KK,60100,Tubp-GAL4,118,CG1900,110563 KK,female,TRUE,TRUE,10,881
KK,60100,Tubp-GAL4,118,CG1900,110563 KK,male,TRUE,TRUE,10,256
KK,60100,Tubp-GAL4,119,CG42747,101775 KK,female,TRUE,TRUE,8,694
KK,60100,Tubp-GAL4,119,CG42747,101775 KK,male,TRUE,TRUE,10,736
KK,60100,Tubp-GAL4,120,CG13377,102820 KK,female,TRUE,TRUE,10,629
KK,60100,Tubp-GAL4,120,CG13377,102820 KK,male,TRUE,TRUE,10,415
KK,60100,Tubp-GAL4,121,CG42340,104521 KK,female,TRUE,TRUE,10,777
KK,60100,Tubp-GAL4,121,CG42340,104521 KK,male,TRUE,TRUE,9,284
KK,60100,Tubp-GAL4,122,CG33962,105029 KK,female,TRUE,TRUE,10,12
KK,60100,Tubp-GAL4,122,CG33962,105029 KK,male,TRUE,TRUE,10,128
KK,60100,Tubp-GAL4,123,CG43129,105040 KK,female,TRUE,TRUE,10,798
KK,60100,Tubp-GAL4,123,CG43129,105040 KK,male,TRUE,TRUE,10,654
KK,60100,Tubp-GAL4,124,CG4098,105277 KK,female,TRUE,TRUE,9,648
KK,60100,Tubp-GAL4,124,CG4098,105277 KK,male,TRUE,TRUE,10,352
KK,60100,Tubp-GAL4,125,CG43129,105788 KK,female,TRUE,TRUE,10,690
KK,60100,Tubp-GAL4,125,CG43129,105788 KK,male,TRUE,TRUE,9,289
KK,60100,Tubp-GAL4,NA,NA,NA,female,TRUE,FALSE,40,2388
KK,60100,Tubp-GAL4,NA,NA,NA,male,TRUE,FALSE,40,1849
KK,60100,NA,2,CG7815,22567 GD and 109695 KK,female,FALSE,TRUE,10,489
KK,60100,NA,2,CG7815,22567 GD and 109695 KK,male,FALSE,TRUE,10,461
KK,60100,NA,3,CG32021,102286 KK,female,FALSE,TRUE,10,616
KK,60100,NA,3,CG32021,102286 KK,male,FALSE,TRUE,10,596
KK,60100,NA,5,CG1878,103148 KK,female,FALSE,TRUE,10,455
KK,60100,NA,5,CG1878,103148 KK,male,FALSE,TRUE,10,469
KK,60100,NA,6,CG32283,105013 KK,female,FALSE,TRUE,10,663
KK,60100,NA,6,CG32283,105013 KK,male,FALSE,TRUE,10,529
KK,60100,NA,9,CG10852,106565 KK,female,FALSE,TRUE,10,442
KK,60100,NA,9,CG10852,106565 KK,male,FALSE,TRUE,10,447
KK,60100,NA,10,CG6639,104307 KK,female,FALSE,TRUE,10,495
KK,60100,NA,10,CG6639,104307 KK,male,FALSE,TRUE,10,397
KK,60100,NA,15,CG8856,100928 KK,female,FALSE,TRUE,10,633
KK,60100,NA,15,CG8856,100928 KK,male,FALSE,TRUE,10,688
KK,60100,NA,16,CG7157,105453 KK,female,FALSE,TRUE,10,488
KK,60100,NA,16,CG7157,105453 KK,male,FALSE,TRUE,10,457
KK,60100,NA,17,CG15882,104267 KK,female,FALSE,TRUE,10,418
KK,60100,NA,17,CG15882,104267 KK,male,FALSE,TRUE,10,472
KK,60100,NA,18,CG3217,102373 KK,female,FALSE,TRUE,10,528
KK,60100,NA,18,CG3217,102373 KK,male,FALSE,TRUE,8,368
KK,60100,NA,21,CG33490,22221 GD and 101678 KK,female,FALSE,TRUE,10,694
KK,60100,NA,21,CG33490,22221 GD and 101678 KK,male,FALSE,TRUE,10,479
KK,60100,NA,26,CG4691,21920 GD and 109704 KK,female,FALSE,TRUE,10,439
KK,60100,NA,26,CG4691,21920 GD and 109704 KK,male,FALSE,TRUE,10,462
KK,60100,NA,28,CG33533,107567 KK,female,FALSE,TRUE,10,888
KK,60100,NA,28,CG33533,107567 KK,male,FALSE,TRUE,10,537
KK,60100,NA,30,CG9720,100523 KK,female,FALSE,TRUE,5,293
KK,60100,NA,30,CG9720,100523 KK,male,FALSE,TRUE,10,497
KK,60100,NA,34,CG32110,107634 KK,female,FALSE,TRUE,10,645
KK,60100,NA,34,CG32110,107634 KK,male,FALSE,TRUE,10,320
KK,60100,NA,35,CG31817,34004 GD and 109707 KK,female,FALSE,TRUE,10,692
KK,60100,NA,35,CG31817,34004 GD and 109707 KK,male,FALSE,TRUE,9,643
KK,60100,NA,36,CG13977,100415 KK,female,FALSE,TRUE,10,707
KK,60100,NA,36,CG13977,100415 KK,male,FALSE,TRUE,10,619
KK,60100,NA,37,CG30450,101927 KK,female,FALSE,TRUE,10,590
KK,60100,NA,37,CG30450,101927 KK,male,FALSE,TRUE,10,492
KK,60100,NA,38,CG5372,100120 KK,female,FALSE,TRUE,10,701
KK,60100,NA,38,CG5372,100120 KK,male,FALSE,TRUE,10,582
KK,60100,NA,40,CG32368,103313 KK,female,FALSE,TRUE,10,527
KK,60100,NA,40,CG32368,103313 KK,male,FALSE,TRUE,10,474
KK,60100,NA,42,CG10232,100033 KK,female,FALSE,TRUE,10,559
KK,60100,NA,42,CG10232,100033 KK,male,FALSE,TRUE,10,474
