background_library,driver_shortname,gene_name,gene_age,gene_origin,chromosome,female_cross_mean,male_cross_mean,female_cross_sd,male_cross_sd,female_cross_lwr,male_cross_lwr,female_cross_upr,male_cross_upr,female_lwr_2.5,male_lwr_2.5,female_median,male_median,female_mean,male_mean,female_sd,male_sd,female_upr_97.5,male_upr_97.5,male_beneficial,female_beneficial,male_detrimental,female_detrimental,signif
GD,Tub,CG30473,6-11MYA,D,2,0.34498936675355885,-0.08540593287708405,0.7949144987721093,0.797163298029635,-1.3211770827480522,-1.7574390409205771,1.873852265759217,1.428571960871993,-0.5019692474207338,-0.6790625485199719,-0.06349163170202587,-0.22435377528846664,-0.0635967852698813,-0.22115555413346955,0.22953571027814115,0.23825561971451692,0.3969591605276642,0.2554084584908962,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Act,CG31002,6-11MYA,D,3,0.3318144888202661,0.05222316137894222,0.7915056506486166,0.7891419351937543,-1.3569847070181051,-1.6184171454496068,1.8204095495355554,1.5427161084259446,-0.7047917964087935,-0.45420150217312255,-0.2595454851225681,-0.016609859524767942,-0.2534505878511081,-0.015166293931362788,0.24300553222195614,0.23257663832073353,0.2541651949487627,0.45491598438798936,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Nos,CG31002,6-11MYA,D,3,-0.005226263436989185,-0.18690666731791594,2.580772638728432,2.5802067765261283,-4.931436775775969,-5.05868793683899,5.121288614469517,4.938214955464604,-0.11529142912106381,-0.22280676172147146,0.30861954197643005,0.21370714552841635,0.31429576569976686,0.2209788438942135,0.22773503907433096,0.22922006943678014,0.7831254271311963,0.6835123808252176,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Tub,CG31002,6-11MYA,D,3,0.34498936675355885,-0.08540593287708405,0.7949144987721093,0.797163298029635,-1.3211770827480522,-1.7574390409205771,1.873852265759217,1.428571960871993,-2.0936940276200358,-0.366295886251291,-1.6434937783574313,0.07931384795284764,-1.6368932237679075,0.08693358297909888,0.2413281356559651,0.2432417321760436,-1.1485966580092186,0.5809276449010227,FALSE,FALSE,FALSE,TRUE,TRUE
GD,Act,CG31720,11-25MYA,D,2,0.3318144888202661,0.05222316137894222,0.7915056506486166,0.7891419351937543,-1.3569847070181051,-1.6184171454496068,1.8204095495355554,1.5427161084259446,-0.42264788811599,-0.3698065468883114,0.001829088944502263,0.0795934464074855,0.012615691360128842,0.0862994354491042,0.2300687028638242,0.24321046070894833,0.4832791584111257,0.5767183473136889,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Nos,CG31720,11-25MYA,D,2,-0.005226263436989185,-0.18690666731791594,2.580772638728432,2.5802067765261283,-4.931436775775969,-5.05868793683899,5.121288614469517,4.938214955464604,-0.7016643196927104,-0.0930515619560805,-0.2655056553645776,0.33136907197223886,-0.2594037015598053,0.33724507417811445,0.23044747139703853,0.22299708475306285,0.2034379733053544,0.7827877415703244,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Tub,CG31720,11-25MYA,D,2,0.34498936675355885,-0.08540593287708405,0.7949144987721093,0.797163298029635,-1.3211770827480522,-1.7574390409205771,1.873852265759217,1.428571960871993,-0.4014582755392753,-0.30233154546066926,0.033349839906033935,0.12639985040398682,0.037391459007323845,0.1325724245201131,0.23497994552171803,0.2344345938339583,0.508165820792923,0.6151801970664335,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Nos,CG31817,6-11MYA,D,2,-0.005226263436989185,-0.18690666731791594,2.580772638728432,2.5802067765261283,-4.931436775775969,-5.05868793683899,5.121288614469517,4.938214955464604,-0.43993221682523564,-0.8021514386492704,-0.02841555360675418,-0.37571681489615194,-0.023108871875706608,-0.37194537005069667,0.2199326347842268,0.22287663813436803,0.4174365408839788,0.08120583519323067,FALSE,FALSE,TRUE,FALSE,TRUE
GD,Act,CG31918,11-25MYA,D,2,0.3318144888202661,0.05222316137894222,0.7915056506486166,0.7891419351937543,-1.3569847070181051,-1.6184171454496068,1.8204095495355554,1.5427161084259446,-0.32927069968215233,-0.4761317332653336,0.11764554767031116,-0.03815832612081678,0.12217874462121335,-0.033400264381680436,0.23023670520834966,0.2311756014231743,0.5847261096028494,0.4381200327416,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Nos,CG31918,11-25MYA,D,2,-0.005226263436989185,-0.18690666731791594,2.580772638728432,2.5802067765261283,-4.931436775775969,-5.05868793683899,5.121288614469517,4.938214955464604,-0.5068009794547477,-0.16494117238047992,-0.059819905710713286,0.2699608835844043,-0.06027584154767002,0.2714581628280511,0.23108177176595054,0.22734261299645325,0.4114588574924609,0.7161932698386462,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Tub,CG31918,11-25MYA,D,2,0.34498936675355885,-0.08540593287708405,0.7949144987721093,0.797163298029635,-1.3211770827480522,-1.7574390409205771,1.873852265759217,1.428571960871993,-0.48959870366868663,-0.5409835918602651,-0.04735971699706315,-0.08622457841664699,-0.047839608379006505,-0.08339916345308022,0.2288501243922456,0.23804290711333512,0.4072283207866892,0.4001383559681177,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Act,CG31932,6-11MYA,D,2,0.3318144888202661,0.05222316137894222,0.7915056506486166,0.7891419351937543,-1.3569847070181051,-1.6184171454496068,1.8204095495355554,1.5427161084259446,-0.6478668563786752,-0.660680477881431,-0.1979467109415022,-0.20364322183439232,-0.19082202008117344,-0.20221413914201208,0.23580419863039329,0.23913336172625202,0.28053856500736796,0.278636152768744,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Nos,CG31932,6-11MYA,D,2,-0.005226263436989185,-0.18690666731791594,2.580772638728432,2.5802067765261283,-4.931436775775969,-5.05868793683899,5.121288614469517,4.938214955464604,-0.7124601434097771,-0.3169421118987907,-0.2732416419880952,0.10502241734870603,-0.2703412503067378,0.11113598093309855,0.22861046592420659,0.22509561258860947,0.19373474659213233,0.562186522208427,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Tub,CG31932,6-11MYA,D,2,0.34498936675355885,-0.08540593287708405,0.7949144987721093,0.797163298029635,-1.3211770827480522,-1.7574390409205771,1.873852265759217,1.428571960871993,-0.6884084067855458,-0.4089616230848753,-0.23943036187706657,0.04730886838332545,-0.23289410967351726,0.0539466192303823,0.23630917527666118,0.2445571538957649,0.2505028482412507,0.5541878115029053,FALSE,FALSE,FALSE,FALSE,FALSE
GD,Act,CG31941,6-11MYA,D,2,0.3318144888202661,0.05222316137894222,0.7915056506486166,0.7891419351937543,-1.3569847070181051,-1.6184171454496068,1.8204095495355554,1.5427161084259446,-0.3190433639821942,-0.8025820856332974,0.11417358990691097,-0.3377454625815858,0.12036598376387314,-0.32466683521695555,0.23528772257014988,0.2589575123123123,0.600759773576596,0.20606949846548164,FALSE,FALSE,FALSE,FALSE,FALSE
