elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic,model_id,model_name_fp
0,0,-36947.32678821299,50.379204135766926,97.0011073014202,2.961577018641559,73894.65357642598,100.75840827153385,model3,fitting_code/gal4_tmt_month_x_mort.R
-0.2797698806724256,0.23973393631518045,-36947.606558093576,50.39596404457664,97.37234723851775,3.1178840985872105,73895.21311618715,100.79192808915327,model4,fitting_code/gal4_tmt_mortality.R
-172.21077645566265,19.370093909434708,-37119.537564668426,40.60281499313785,82.61725408712935,2.5958747860410365,74239.07512933685,81.2056299862757,model2,fitting_code/gal4_tmt_month.R
-172.32665013070078,19.375432056533974,-37119.65343834358,40.598121859124625,82.90445916955669,2.613593491011953,74239.30687668716,81.19624371824925,model1,fitting_code/gal4_tmt_base.R
